chr	pos
JAX00418304	16	37.957686
UNC26664621	16	38.017426
UNC26665065	16	38.072561
UNC26665348	16	38.112747
UNC26666506	16	38.255957
UNC26667855	16	38.417098
JAX00068495	16	38.425784
UNC26672373	16	38.816317
UNC160278519	16	38.863512
UNC26673071	16	38.90331
UNC26673358	16	38.922127
UNC26676167	16	39.131779
UNC26676210	16	39.13668
UNC26676226	16	39.139539
UNC26676270	16	39.145164
UNC26676287	16	39.147773
UNC26676326	16	39.152203
UNC26676363	16	39.154862
UNC26676410	16	39.156776
UNC26676584	16	39.162856
UNC26676630	16	39.165334
UNC26676735	16	39.173584
UNC26676739	16	39.174537
UNC26676774	16	39.177382
UNC26676796	16	39.180718
UNC26676817	16	39.18261
UNC26676889	16	39.188896
UNC26676925	16	39.191374
UNC26677026	16	39.197977
UNC26677163	16	39.212328
UNC26677741	16	39.274656
UNC160251597	16	39.286009
UNC26678182	16	39.30377
UNC26678617	16	39.33425
JAX00418556	16	39.339852
UNC26679270	16	39.401666
UNC160210176	16	39.409529
UNC26679564	16	39.425212
UNC26680096	16	39.474926
UNC26680276	16	39.500669
UNC26681331	16	39.614006
B6_16-039696094-S	16	39.695981
UNC26685603	16	40.065636
UNC26686315	16	40.139459
UNC26686968	16	40.192669
JAX00068632	16	40.255331
UNC26688040	16	40.290975
UNC26688738	16	40.349883
UNC26689454	16	40.414188
UNC26690590	16	40.503329
JAX00418709	16	40.515938
UNC26691305	16	40.566923
UNC26750430	16	46.074991
UNC26751676	16	46.176996
JAX00419683	16	46.22492
UNC26754245	16	46.380069
UNC26757209	16	46.608391
JAX00069115	16	46.682343
JAX00419820	16	46.687757
UNC26759340	16	46.776726
UNC26760627	16	46.878858
UNC160215464	16	47.168343
UNC26764614	16	47.243508
UNC26768291	16	47.535042
UNC160068302	16	47.738697
JAX00419990	16	47.769648
JAX00420002	16	47.86384
UNC26771980	16	47.88085
UNC160068980	16	48.090934
UNC26782625	16	48.654185
UNC26785296	16	48.866106
UNC26797164	16	49.846156
UNC26797817	16	49.902261
UNC26798454	16	49.965612
UNC26800533	16	50.127073
UNC26800693	16	50.1394
UNC26801318	16	50.178846
UNC26802136	16	50.246008
UNC26802374	16	50.264053
UNC26802690	16	50.284796
UNC26803122	16	50.308361
UNC26803418	16	50.333794
UNC26803601	16	50.351966
UNC26803720	16	50.362757
JAX00069390	16	50.387228
UNC26804026	16	50.388614
UNC26804540	16	50.433631
UNC26804775	16	50.450631
UNC26805098	16	50.472602
UNC26805378	16	50.491788
UNC160074498	16	50.520157
UNC26805911	16	50.538202
UNC26806144	16	50.554095
UNC26806613	16	50.581146
UNC26808950	16	50.732536
UNC26808995	16	50.7372
UNC26812934	16	50.999574
backupJAX00420694	16	51.052708
UNC26814436	16	51.104787
UNC26815710	16	51.216549
UNC26817503	16	51.353741
UNC26819085	16	51.477836
UNC26819615	16	51.52631
UNC26820169	16	51.565327
UNC26820523	16	51.586223
JAX00420820	16	51.623605
UNC26888446	16	56.658423
JAX00421853	16	56.761915
UNC26890098	16	56.785645
UNC26891670	16	56.907471
UNC26892565	16	57.013748
UNC26895260	16	57.292558
backupJAX00421980	16	57.383959
B6_16-057407609-S	16	57.407496
UNC26897204	16	57.428184
UNC26898969	16	57.635244
UNC26900409	16	57.797033
UNC160260305	16	58.11396
UNC26909630	16	58.660316
UNC26916322	16	59.348355
JAX00070066	16	59.397226
UNC160219800	16	59.696975
UNC26920898	16	59.714953
UNC26946322	16	61.486301
UNC160091096	16	61.782919
JAX00422835	16	61.925609
UNC26956365	16	62.232264
UNC26963449	16	62.797732
UNC26964399	16	62.858961
UNC160092866	16	62.885369
UNC26988451	16	64.60147
UNC26992169	16	64.923671
UNC26993038	16	65.010319
UNC26993982	16	65.144217
JAX00423308	16	65.210716
UNC26994764	16	65.223593
JAX00070504	16	65.300761
UNC26997250	16	65.463956
UNC26997762	16	65.501594
UNC26999816	16	65.622773
JAX00070537	16	65.729392
UNC160098289	16	65.734339
UNC27001941	16	65.791836
UNC27003155	16	65.863819
UNC27006629	16	66.083286
UNC27009612	16	66.269925
UNC27009890	16	66.282833
UNC27010508	16	66.320372
UNC27011304	16	66.364558
UNC27011743	16	66.382234
backupJAX00423507	16	66.394002
UNC27016620	16	66.730522
UNC27016816	16	66.752698
UNC27017128	16	66.786769
UNC27017606	16	66.818996
UNC27018130	16	66.853421
UNC27018198	16	66.866933
UNC27018640	16	66.902531
UNC27020788	16	67.046635
UNC27024377	16	67.263513
UNC27028306	16	67.522099
UNC27030454	16	67.710749
UNC27033660	16	67.982849
UNC27036588	16	68.182058
UNC27037630	16	68.23607
UNC27040319	16	68.43632
UNC27042707	16	68.684661
UNC27045282	16	68.930953
UNC160225655	16	69.056381
UNC27047309	16	69.06762
JAX00070794	16	69.252581
UNC27051130	16	69.339204
UNC27051347	16	69.362389
UNC27051843	16	69.430077
UNC27053677	16	69.578572
UNC27053902	16	69.611998
JAX00423895	16	69.623243
JAX00070830	16	69.735981
UNC27056924	16	69.891999
UNC27062300	16	70.288454
backuprs52283297	16	70.395582
UNC27064061	16	70.400273
UNC27065577	16	70.475036
UNC27066906	16	70.549296
UNC27068934	16	70.726033
UNC27070613	16	70.859641
UNC27071317	16	70.911442
UNC27071797	16	70.954893
backupUNC160103970	16	70.989102
UNC27072626	16	71.011894
UNC27074398	16	71.161598
UNC27074741	16	71.185898
UNC27075846	16	71.253008
UNC27076091	16	71.284022
UNC27086251	16	71.889002
UNC27086908	16	71.945799
UNC160105631	16	71.997639
UNC27088675	16	72.067858
JAX00424381	16	72.17063
UNC27097422	16	72.538451
UNC27098079	16	72.57663
UNC27098619	16	72.611972
UNC27099503	16	72.68275
JAX00071054	16	72.697178
UNC27101301	16	72.785275
UNC160227296	16	72.818588
UNC27107111	16	73.134965
UNC27108240	16	73.203835
JAX00071096	16	73.270569
UNC27109427	16	73.284893
UNC27109871	16	73.320842
UNC27112115	16	73.500164
UNC27112906	16	73.56277
UNC27113387	16	73.59339
UNC27115434	16	73.76089
UNC27115551	16	73.772253
UNC27116161	16	73.822501
UNC27116866	16	73.878296
UNC27117258	16	73.918416
UNC27117655	16	73.952221
UNC27119670	16	74.131651
JAX00071161	16	74.139825
JAX00424827	16	74.168111
JAX00424830	16	74.178191
UNC27121453	16	74.263866
UNC27121970	16	74.303521
JAX00071175	16	74.338636
UNC27122539	16	74.346944
UNC27123531	16	74.428162
backupUNC160229809	16	74.490856
UNC27125249	16	74.536046
UNC27125802	16	74.568462
UNC27126525	16	74.604791
UNC27128492	16	74.733662
JAX00071209	16	74.793364
UNC27199185	16	79.201623
JAX00071553	16	79.378899
UNC160234233	16	79.401043
UNC160235091	16	79.567201
UNC27205876	16	79.630849
UNC27207121	16	79.703293
UNC27214088	16	80.154586
JAX00071630	16	80.371085
UNC160125380	16	80.453306
UNC27221135	16	80.552174
JAX00071643	16	80.565798
UNC27223103	16	80.669009
UNC27224242	16	80.722818
JAX00071655	16	80.72627
JAX00071663	16	80.830072
UNC27226263	16	80.854705
UNC27246278	16	82.14106
UNC160127921	16	82.357407
UNC27254001	16	82.655959
UNC27256120	16	82.781834
UNC27262221	16	83.202034
UNC27280564	16	84.36622
UNC27280864	16	84.395958
UNC27281862	16	84.482509
UNC27282200	16	84.510721
UNC27282422	16	84.526293
UNC27282974	16	84.553492
UNC27284318	16	84.649856
UNC27285075	16	84.707043
UNC27285478	16	84.735191
UNC27286528	16	84.814144
JAX00426517	16	84.852464
UNC27287319	16	84.872992
UNC27287788	16	84.900244
UNC27288400	16	84.945929
UNC27289430	16	84.99905
UNC27291164	16	85.096364
UNC27291683	16	85.125257
UNC160236898	16	85.210563
UNC27293331	16	85.211625
UNC27293758	16	85.252216
UNC27295657	16	85.349511
UNC27296379	16	85.389762
UNC27297560	16	85.457815
UNC27297812	16	85.470829
UNC27299070	16	85.544048
UNC27299461	16	85.569471
UNC27299959	16	85.595412
UNC27300605	16	85.627919
UNC27301334	16	85.668907
UNC27302931	16	85.769201
UNC27311917	16	86.347785
UNC27315045	16	86.576733
UNC27315529	16	86.620118
JAX00426954	16	86.874717
UNC27318437	16	86.879915
UNC27318629	16	86.892927
UNC27319626	16	86.983758
UNC27320120	16	87.012153
UNC27321065	16	87.074194
UNC160911948	16	87.094537
UNC27321405	16	87.097858
UNC27322150	16	87.148871
UNC27322691	16	87.178036
UNC27323303	16	87.223962
UNC27323944	16	87.262366
UNC27324395	16	87.286476
UNC27327004	16	87.460824
UNC27328467	16	87.553689
UNC27329404	16	87.597681
JAX00427104	16	87.6189
UNC27330047	16	87.63234
UNC27330449	16	87.658643
UNC27333519	16	87.843534
JAX00072193	16	87.926418
JAX00427195	16	88.016147
JAX00072204	16	88.038734
UNC27337152	16	88.077387
UNC27337817	16	88.125587
UNC27338958	16	88.193309
JAX00427232	16	88.206678
JAX00427265	16	88.304495
UNC27341068	16	88.317908
UNC27341646	16	88.350761
backupUNC160135352	16	88.368994
UNC27342099	16	88.377089
JAX00427292	16	88.396033
UNC27344741	16	88.527336
UNC27385266	16	91.085432
UNC27385619	16	91.106043
UNC27386497	16	91.164199
JAX00428018	16	91.173018
UNC27388342	16	91.291025
UNC27390756	16	91.497688
UNC27391511	16	91.553368
UNC27392564	16	91.62383
UNC27392822	16	91.639638
UNC27392975	16	91.658516
UNC27393562	16	91.719874
UNC27393934	16	91.747423
UNC27394182	16	91.765204
UNC27394353	16	91.777856
UNC27394688	16	91.797915
UNC27395260	16	91.837612
UNC27395449	16	91.850854
UNC27395861	16	91.885469
UNC27398417	16	92.024516
backupUNC160271101	16	92.131214
UNC27400044	16	92.134705
UNC27400790	16	92.173018
UNC27407889	16	92.632363
JAX00072549	16	92.652285
UNC27408359	16	92.66511
UNC27408782	16	92.698896
JAX00428390	16	92.900996
UNC27412650	16	92.9368
backupUNC160144984	16	92.993293
UNC27414995	16	93.074097
UNC27416450	16	93.156047
UNC160145227	16	93.232768
UNC27418159	16	93.262836
UNC27420381	16	93.393217
JAX00428524	16	93.395929
JAX00072605	16	93.413443
UNC27421634	16	93.477961
backupUNC160146167	16	93.50355
UNC27422332	16	93.513673
UNC27422758	16	93.53904
UNC27422879	16	93.547909
UNC27423537	16	93.597206
UNC27423670	16	93.60785
UNC27424333	16	93.643464
UNC27424494	16	93.653557
UNC27424733	16	93.666129
UNC27424993	16	93.678238
UNC27425181	16	93.689282
UNC27425305	16	93.69545
UNC27427336	16	93.82988
UNC27427608	16	93.854057
UNC27427779	16	93.868106
UNC27428004	16	93.887706
UNC27428316	16	93.90559
JAX00072645	16	93.935014
UNC27432540	16	94.186742
UNC160148342	16	94.194615
UNC27434742	16	94.334307
UNC27435346	16	94.371047
UNC27436705	16	94.471321
UNC27440193	16	94.772947
UNC27440997	16	94.824114
JAX00072714	16	94.834814
JAX00072720	16	94.899905
UNC27442277	16	94.901061
UNC27443481	16	94.967201
UNC27444222	16	95.007635
UNC27445293	16	95.07234
UNC27445592	16	95.091698
JAX00428939	16	95.096812
JAX00428958	16	95.143119
UNC27447052	16	95.153178
UNC27447556	16	95.173626
UNC27448994	16	95.242122
UNC27450998	16	95.359013
JAX00072754	16	95.371918
UNC27451761	16	95.415686
UNC27455565	16	95.703557
UNC27459771	16	96.035046
JAX00072810	16	96.122784
UNC27461176	16	96.149117
UNC27461531	16	96.182938
UNC27461698	16	96.200494
UNC27462031	16	96.227382
UNC27462542	16	96.275731
UNC27462704	16	96.295645
UNC27462767	16	96.301136
UNC27462942	16	96.311115
UNC27462990	16	96.313566
UNC27463028	16	96.316449
UNC27463044	16	96.31765
UNC27463073	16	96.320232
UNC27463206	16	96.329978
UNC27463478	16	96.348925
UNC27464932	16	96.476315
JAX00429228	16	96.487009
UNC27465209	16	96.493611
JAX00429232	16	96.498449
UNC27465667	16	96.52531
UNC27468037	16	96.716316
UNC27468567	16	96.748806
UNC27473291	16	97.182472
UNC27474002	16	97.245957
B6_16-097476812-S	16	97.255205
UNC27475889	16	97.395508
UNC27477291	16	97.523741
UNC27477800	16	97.566922
UNC27478095	16	97.591482
UNC27479589	16	97.718129
UNC160242856	16	97.784215
UNC27480080	16	97.786245
UNC27480237	16	97.812912
UNC27480419	16	97.836351
JAX00072942	16	97.884468
JAX00429526	16	97.887058
UNC160153792	16	97.890899
UNC27481547	16	97.994167
backupUNC170283680	17	3.264958
UNC27485216	17	3.34228
JAX00429656	17	3.420496
UNC27491317	17	3.737834
JAX00073018	17	3.816395
UNC27492995	17	3.867236
UNC170284918	17	3.895799
UNC27493771	17	3.91425
UNC27495738	17	4.066497
UNC27497131	17	4.16233
UNC27498174	17	4.231665
UNC27499141	17	4.287694
JAX00429853	17	4.309746
UNC27500437	17	4.362966
backupJAX00429894	17	4.383171
UNC27504504	17	4.625519
UNC170286629	17	5.991544
UNC27523857	17	6.022983
JAX00430367	17	6.03213
UNC27524243	17	6.073342
JAX00073189	17	6.097036
UNC27526083	17	6.778817
JAX00430494	17	6.833541
JAX00430500	17	6.835921
UNC27527025	17	6.869521
UNC170010705	17	7.449777
backupUNC170011199	17	7.713373
UNC27536218	17	8.457179
UNC27540034	17	8.774977
UNC27540458	17	8.812607
UNC27541174	17	8.867929
UNC27541438	17	8.889101
UNC27541555	17	8.901093
UNC27541650	17	8.911722
UNC27541770	17	8.923422
JAX00430989	17	8.924232
UNC27542333	17	8.966178
UNC27542613	17	8.98456
UNC27542675	17	8.991919
UNC27543086	17	9.029
UNC27543139	17	9.0342
UNC27543245	17	9.041233
UNC27543557	17	9.056492
UNC27543714	17	9.065726
UNC27543859	17	9.077673
backupJAX00431050	17	9.08065
UNC27545043	17	9.188146
UNC27545092	17	9.196032
UNC27547496	17	9.425352
UNC27547968	17	9.463587
UNC27549055	17	9.584391
UNC170015684	17	9.687513
UNC27550789	17	9.729619
UNC27552011	17	9.847548
JAX00431240	17	9.87674
UNC27552710	17	9.909833
UNC27553124	17	9.941576
JAX00073460	17	9.973581
JAX00431277	17	9.993688
UNC170539509	17	10.007292
JAX00431297	17	10.051287
JAX00431310	17	10.103908
UNC27555142	17	10.125589
UNC27555786	17	10.183962
UNC27558734	17	10.554515
UNC27561174	17	10.80103
JAX00073524	17	10.80195
JAX00431446	17	10.891916
UNC27562474	17	10.946073
UNC27563074	17	11.027519
JAX00073539	17	11.030508
JAX00431495	17	11.125592
UNC27564125	17	11.129808
JAX00073547	17	11.138059
UNC27564764	17	11.193117
JAX00431506	17	11.195057
UNC27566172	17	11.318508
UNC27568354	17	11.490697
UNC27570796	17	11.6562
UNC27574334	17	11.934634
UNC27574920	17	11.991948
UNC27575642	17	12.058219
UNC27576134	17	12.104389
UNC27577002	17	12.174994
UNC27577908	17	12.24526
UNC27579167	17	12.364634
UNC27581618	17	12.607681
UNC27583496	17	12.852292
UNC27584797	17	13.213695
UNC27585545	17	13.693352
JAX00432262	17	14.371333
UNC27601230	17	15.299384
UNC27601987	17	15.358323
UNC27603153	17	15.452713
UNC170463604	17	15.485126
UNC27604252	17	15.575056
UNC170240539	17	15.785744
UNC27606788	17	15.838699
JAX00432554	17	15.877292
UNC27608395	17	15.947858
UNC27611394	17	16.280633
UNC27695833	17	25.120552
UNC27696615	17	25.201554
UNC170058852	17	25.203125
UNC27697216	17	25.252971
UNC27698351	17	25.348597
UNC27699663	17	25.456308
UNC27699942	17	25.489488
UNC170060852	17	25.507704
UNC27700564	17	25.547085
UNC27722618	17	27.35702
JAX00074827	17	28.697835
UNC27736856	17	28.709553
UNC27737064	17	28.729725
JAX00435194	17	28.812736
backupUNC170302877	17	28.880461
JAX00435221	17	28.905824
UNC27740131	17	28.942337
UNC27752624	17	29.874146
UNC27753023	17	29.910176
UNC27754519	17	30.021744
UNC27757150	17	30.328265
JAX00435620	17	30.340744
JAX00074960	17	30.445981
UNC27760645	17	30.697425
backupUNC170305074	17	30.758843
UNC27763409	17	30.951967
JAX00074999	17	30.982027
UNC27764199	17	30.983711
JAX00435799	17	31.010081
UNC27765901	17	31.079495
UNC27768231	17	31.258639
UNC27773383	17	31.631156
JAX00436049	17	31.733359
UNC27776893	17	31.865955
JAX00436143	17	31.897118
UNC27777825	17	31.925964
UNC27780949	17	32.179656
UNC27781396	17	32.264453
UNC27782319	17	32.410256
UNC27782556	17	32.441452
UNC27787813	17	32.805786
UNC27789455	17	32.895304
UNC27790128	17	32.930193
JAX00075149	17	32.975845
UNC27793027	17	33.207984
UNC27793239	17	33.266233
UNC27793991	17	33.388852
UNC27795280	17	33.561421
UNC27798497	17	33.938623
UNC27802572	17	34.160663
backupUNC170654583	17	34.234412
UNC27806492	17	34.293102
UNC27807696	17	34.345115
UNC27810815	17	34.53598
UNC170318131	17	34.635776
UNC27815128	17	35.092637
UNC27815586	17	35.157594
JAX00075306	17	35.193207
UNC27815879	17	35.193767
UNC170076048	17	35.534693
backupUNC170076641	17	35.60663
JAX00075353	17	35.859716
UNC27823620	17	35.905624
UNC27829557	17	36.386535
UNC27833067	17	36.638254
JAX00437712	17	36.918683
UNC170082654	17	37.066272
JAX00075471	17	37.433782
UNC27843234	17	37.565723
UNC27844705	17	37.809525
JAX00437871	17	37.838142
UNC27845525	17	37.964299
UNC27845786	17	38.072916
UNC27847687	17	38.857854
JAX00075589	17	39.097978
UNC27849484	17	39.317861
UNC27852728	17	40.401254
JAX00438173	17	40.523732
UNC27853628	17	40.602153
UNC27853881	17	40.747265
UNC27854527	17	40.877348
JAX00438278	17	40.964755
UNC27856284	17	41.011238
UNC27856739	17	41.058969
JAX00438314	17	41.104239
UNC27860067	17	41.33481
UNC170097650	17	41.440346
JAX00438393	17	41.542865
UNC27861011	17	41.555372
UNC170098448	17	41.685463
UNC27865586	17	41.970903
UNC27868988	17	42.254049
UNC27872898	17	42.503348
JAX00438635	17	42.511207
UNC27876272	17	42.69437
UNC27881972	17	43.055164
UNC27882316	17	43.069533
B6_17-043214756-S	17	43.077807
UNC27882634	17	43.086977
UNC27883702	17	43.141794
UNC27885239	17	43.232902
UNC27885571	17	43.251322
JAX00075885	17	43.271088
UNC27887970	17	43.372949
UNC27888127	17	43.385612
UNC27888832	17	43.421024
JAX00075900	17	43.457618
UNC27889479	17	43.460821
UNC27889597	17	43.470465
UNC27890326	17	43.503011
UNC27891647	17	43.568147
UNC27892830	17	43.626184
UNC27894096	17	43.692619
UNC27894981	17	43.733384
UNC27895664	17	43.764609
UNC27897346	17	43.863031
UNC27898305	17	43.905857
UNC27898887	17	43.930689
UNC170405594	17	43.950335
UNC27899428	17	43.974693
UNC27899584	17	43.98748
JAX00439182	17	44.062196
UNC27907763	17	44.491184
UNC170332323	17	44.811258
UNC27913683	17	45.055418
UNC27914100	17	45.113215
JAX00439605	17	45.126304
JAX00439608	17	45.130499
UNC27922760	17	45.727008
UNC27923389	17	45.776331
JAX00076074	17	45.810504
UNC27927108	17	46.064112
UNC27928059	17	46.139754
UNC27928251	17	46.153258
JAX00076101	17	46.167048
UNC27928699	17	46.199133
UNC27928899	17	46.22095
UNC27929045	17	46.239942
UNC27929869	17	46.316181
UNC27931524	17	46.51926
JAX00439999	17	46.567387
UNC27932524	17	46.592925
UNC27933633	17	46.689687
UNC27944457	17	47.348891
UNC27946683	17	47.490686
backupUNC170333568	17	47.522896
UNC27947302	17	47.528336
UNC27947405	17	47.53409
UNC27947528	17	47.543325
backupUNC170115739	17	47.57486
UNC27948126	17	47.583975
JAX00076212	17	47.638657
UNC27948878	17	47.656529
UNC27949205	17	47.692556
UNC27949997	17	47.75742
UNC27950240	17	47.775678
UNC27950488	17	47.803399
UNC27951211	17	47.844247
UNC27951599	17	47.868097
UNC27953528	17	48.013642
UNC170117442	17	48.363171
UNC27960937	17	48.494979
UNC27961766	17	48.54109
UNC27962616	17	48.581706
UNC27963988	17	48.644966
UNC27966847	17	48.776629
UNC27969076	17	48.913101
UNC27971629	17	49.081248
UNC27972346	17	49.133076
UNC27974210	17	49.248922
UNC27974559	17	49.278578
UNC27976569	17	49.397788
UNC27977072	17	49.439274
UNC27977521	17	49.505247
UNC27977766	17	49.519073
UNC27977915	17	49.531452
UNC27978163	17	49.552823
UNC27979175	17	49.667763
UNC27979702	17	49.711112
UNC27981031	17	49.820525
UNC27981917	17	49.871863
UNC27982303	17	49.89056
UNC27982395	17	49.894267
UNC27982850	17	49.911174
UNC27983218	17	49.935589
UNC27983369	17	49.946729
UNC27983676	17	49.969095
UNC27983743	17	49.983132
JAX00076388	17	49.987446
UNC27983954	17	50.002853
UNC27984190	17	50.040917
UNC27984454	17	50.061191
UNC27985048	17	50.099897
UNC27985514	17	50.134302
UNC27987053	17	50.245662
UNC27989312	17	50.406913
UNC27989778	17	50.445431
UNC170338187	17	50.576476
UNC27992440	17	50.616335
UNC27992948	17	50.651126
UNC27993986	17	50.741207
UNC27997432	17	51.129697
CEAJAX00076485	17	51.283934
UNC27999396	17	51.299104
UNC28001329	17	51.444746
UNC28001949	17	51.492271
UNC28004057	17	51.686472
backupUNC170339150	17	51.726239
UNC28004986	17	51.765624
UNC28005802	17	51.845501
UNC28006056	17	51.862079
UNC28006450	17	51.900039
UNC28008016	17	52.001724
UNC28008909	17	52.067575
UNC28009393	17	52.103758
UNC28009992	17	52.144612
UNC28010464	17	52.181102
UNC28010943	17	52.219615
UNC28011928	17	52.291446
UNC28012377	17	52.334628
UNC28012699	17	52.367518
UNC28013329	17	52.421375
UNC28013772	17	52.464965
UNC28014151	17	52.493717
UNC28014830	17	52.553706
UNC28015016	17	52.562116
UNC28015436	17	52.585102
UNC28015772	17	52.610384
UNC28015845	17	52.617061
UNC28016530	17	52.644264
UNC28017052	17	52.675056
UNC28017226	17	52.687441
UNC28017510	17	52.69816
UNC28028394	17	53.3331
UNC28030204	17	53.482008
UNC170128984	17	53.489602
UNC28031618	17	53.599272
UNC28031943	17	53.619151
UNC28032891	17	53.667321
UNC28034441	17	53.783679
UNC28035105	17	53.841887
JAX00076693	17	54.042816
UNC170129849	17	54.146656
UNC28036733	17	54.146951
UNC28037400	17	54.197003
JAX00442103	17	54.318109
UNC28039385	17	54.318171
UNC28042304	17	54.463585
UNC28042706	17	54.483313
UNC28043809	17	54.535261
backupUNC170342089	17	54.957089
UNC28054089	17	55.051852
UNC28055118	17	55.106973
UNC170132025	17	55.11472
UNC28057275	17	55.231419
JAX00442258	17	55.264473
UNC28058342	17	55.293006
UNC28058399	17	55.295708
UNC28058474	17	55.2993
UNC28058771	17	55.316012
UNC28058872	17	55.323247
UNC28058947	17	55.326804
UNC28059114	17	55.346551
UNC28059223	17	55.353937
UNC28059330	17	55.359107
UNC28059499	17	55.366503
UNC28060204	17	55.407268
UNC28061284	17	55.469822
UNC28062294	17	55.523611
UNC28063214	17	55.622753
JAX00442352	17	55.644997
UNC28077183	17	57.087856
UNC170342788	17	57.093984
UNC28077436	17	57.106511
JAX00076936	17	57.286009
UNC28080439	17	57.348604
UNC28191814	17	65.063712
UNC28192934	17	65.149046
UNC28194335	17	65.270468
UNC28194921	17	65.318634
UNC28195225	17	65.341206
UNC28196316	17	65.396599
UNC28209295	17	66.316607
UNC28209982	17	66.359728
backupUNC170146745	17	66.43629
UNC28214947	17	66.644733
UNC28215239	17	66.663817
UNC28216066	17	66.706296
UNC28216310	17	66.718609
UNC170147101	17	66.735183
UNC28217220	17	66.762688
UNC28217611	17	66.782272
UNC28218389	17	66.8291
UNC28219035	17	66.864126
UNC28219283	17	66.880562
UNC28219824	17	66.912814
UNC28219956	17	66.926072
UNC28221159	17	67.013185
UNC28222503	17	67.085355
UNC28223102	17	67.117017
UNC28223981	17	67.173841
UNC28224408	17	67.195921
JAX00077667	17	67.208046
UNC28224740	17	67.212142
UNC28225588	17	67.252505
UNC28226466	17	67.299224
UNC28226775	17	67.313198
UNC28227823	17	67.381455
UNC28228293	17	67.409284
UNC170149893	17	67.639419
UNC28232163	17	67.640732
UNC28234612	17	67.758234
UNC28235168	17	67.78186
UNC28239830	17	68.008044
JAX00077729	17	68.044536
UNC28240743	17	68.057309
UNC28240957	17	68.069703
UNC28241354	17	68.08593
UNC28254443	17	68.920323
UNC28258897	17	69.198977
UNC28260370	17	69.269163
UNC28273067	17	70.171077
UNC28274024	17	70.213821
backupJAX00445065	17	70.261835
UNC28276198	17	70.356868
UNC28276805	17	70.388732
UNC28277803	17	70.428888
UNC28280781	17	70.600463
UNC28282365	17	70.683437
UNC28282900	17	70.70334
UNC28283363	17	70.725585
UNC28287984	17	70.992074
UNC170347658	17	71.025688
UNC28289901	17	71.076213
JAX00077958	17	71.090236
UNC28291344	17	71.160292
JAX00445421	17	71.253439
UNC28292922	17	71.263179
UNC28295267	17	71.406261
UNC28296421	17	71.497887
UNC28297283	17	71.552937
UNC28297493	17	71.581666
UNC28298281	17	71.640949
UNC28301106	17	71.829479
UNC28303614	17	71.969218
UNC28304116	17	71.994124
UNC28305258	17	72.058428
UNC28305526	17	72.071111
UNC28305648	17	72.07793
UNC28305752	17	72.083515
UNC28306429	17	72.126542
UNC28306539	17	72.133912
UNC28306723	17	72.144053
UNC28306904	17	72.153073
JAX00445793	17	72.239562
UNC28308253	17	72.240892
JAX00445822	17	72.290706
UNC28309302	17	72.302824
UNC28310569	17	72.384308
UNC28311344	17	72.430017
JAX00445954	17	72.580079
UNC28313953	17	72.607663
UNC28314498	17	72.650082
UNC28315051	17	72.684945
UNC28315789	17	72.735054
UNC28317069	17	72.818746
backupUNC170351788	17	72.820229
JAX00446036	17	72.840686
UNC28319378	17	72.963946
UNC28320938	17	73.04431
UNC28325241	17	73.32138
UNC28329727	17	73.587253
UNC28332168	17	73.720491
UNC28332995	17	73.764338
UNC28338016	17	74.139614
UNC28338359	17	74.161155
JAX00446418	17	74.193644
UNC28339832	17	74.319759
UNC28345468	17	74.707409
UNC28346929	17	74.800226
JAX00446559	17	74.888466
JAX00446580	17	74.929988
UNC28349947	17	74.969854
UNC28350501	17	75.002775
UNC28351238	17	75.050619
UNC28351715	17	75.075516
UNC28352964	17	75.152063
UNC28353624	17	75.191196
UNC28353748	17	75.199181
UNC28354718	17	75.261752
JAX00446690	17	75.26472
JAX00078272	17	75.270088
UNC28355748	17	75.325658
UNC28356771	17	75.392183
UNC28357829	17	75.46935
UNC28358066	17	75.47984
UNC28358751	17	75.515722
UNC28359862	17	75.586501
JAX00078297	17	75.596049
UNC28360262	17	75.601324
UNC28360682	17	75.617083
UNC28362220	17	75.695871
UNC28362701	17	75.721854
UNC170187613	17	75.803211
UNC28364955	17	75.840236
JAX00078316	17	75.882462
UNC28366015	17	75.907418
UNC28367105	17	75.993787
UNC28368655	17	76.113266
UNC28368973	17	76.143206
UNC28369711	17	76.190758
UNC28370392	17	76.24109
UNC28370960	17	76.267453
UNC28371189	17	76.277278
JAX00078361	17	76.469647
UNC28374953	17	76.472649
UNC28375299	17	76.484937
UNC28375876	17	76.527183
UNC28377054	17	76.5997
UNC28378066	17	76.685924
UNC28378305	17	76.709936
UNC28378591	17	76.737954
UNC28379024	17	76.764787
JAX00446973	17	76.806435
JAX00078388	17	76.817924
UNC28380444	17	76.84861
UNC28381866	17	76.942301
JAX00447004	17	76.969306
UNC28384428	17	77.082199
UNC28385263	17	77.125085
UNC28385757	17	77.153611
UNC28386479	17	77.218674
JAX00447041	17	77.22179
UNC28386736	17	77.24066
UNC28387516	17	77.271854
UNC28387806	17	77.300074
UNC28388736	17	77.353617
UNC28389451	17	77.397459
JAX00078432	17	77.428738
UNC28391234	17	77.476639
UNC28392152	17	77.524701
JAX00078441	17	77.534941
UNC28392296	17	77.535249
UNC28392592	17	77.554522
UNC28393530	17	77.602769
UNC28394274	17	77.632567
UNC28394780	17	77.679282
UNC28395267	17	77.711523
UNC28395786	17	77.740368
UNC28396804	17	77.819583
UNC28396958	17	77.828676
UNC28397101	17	77.849251
UNC28397651	17	77.881494
